from	to	score
MacERV1_LTR2	MacERV2_LTR3	123
MacERV1_LTR2	MacERV2_LTR3a	119
MacERV1_LTR2	MacERV2_LTR4	128
MacERV1_LTR3a	MacERV1_LTR1	369
MacERV1_LTR3a	MacERV1_LTR2	367
MacERV1_LTR3a	MacERV1_LTR2a	358
MacERV1_LTR3a	MacERV1_LTR2b	370
MacERV1_LTR3a	MacERV1_LTR3b	574
MacERV1_LTR3a	MacERV1_LTR3c	524
MacERV1_LTR3a	MacERV1_LTR4a	247
MacERV1_LTR3a	MacERV1_LTR4b	258
MacERV1_LTR3a	MacERV1_LTR4c	257
MacERV1_LTR3a	MacERV1_LTR4d	272
MacERV1_LTR3a	MacERV2_LTR1	139
MacERV1_LTR3a	MacERV2_LTR2	134
MacERV1_LTR3a	MacERV2_LTR2a	139
MacERV1_LTR3a	MacERV2_LTR3	134
MacERV1_LTR3a	MacERV2_LTR3a	130
MacERV1_LTR3a	MacERV2_LTR4	139
MacERV1_LTR3b	MacERV1_LTR1	466
MacERV1_LTR3b	MacERV1_LTR2	460
MacERV1_LTR3b	MacERV1_LTR2a	451
MacERV1_LTR3b	MacERV1_LTR2b	416
MacERV1_LTR3b	MacERV1_LTR3a	574
MacERV1_LTR3b	MacERV1_LTR3c	626
MacERV1_LTR3b	MacERV1_LTR4a	251
MacERV1_LTR3b	MacERV1_LTR4b	261
MacERV1_LTR3b	MacERV1_LTR4c	262
MacERV1_LTR3b	MacERV1_LTR4d	274
MacERV1_LTR3b	MacERV2_LTR1	134
MacERV1_LTR3b	MacERV2_LTR2	130
MacERV1_LTR3b	MacERV2_LTR2a	134
MacERV1_LTR3b	MacERV2_LTR3	130
MacERV1_LTR3b	MacERV2_LTR3a	125
MacERV1_LTR3b	MacERV2_LTR4	134
MacERV1_LTR3c	MacERV1_LTR1	496
MacERV1_LTR3c	MacERV1_LTR2	494
MacERV1_LTR3c	MacERV1_LTR2a	581
MacERV1_LTR3c	MacERV1_LTR2b	454
MacERV1_LTR3c	MacERV1_LTR3a	524
MacERV1_LTR3c	MacERV1_LTR3b	626
MacERV1_LTR3c	MacERV1_LTR4a	246
MacERV1_LTR3c	MacERV1_LTR4b	257
MacERV1_LTR3c	MacERV1_LTR4c	260
MacERV1_LTR3c	MacERV1_LTR4d	277
MacERV1_LTR3c	MacERV2_LTR1	128
MacERV1_LTR3c	MacERV2_LTR2	123
MacERV1_LTR3c	MacERV2_LTR2a	128
MacERV1_LTR3c	MacERV2_LTR3	123
MacERV1_LTR3c	MacERV2_LTR3a	119
MacERV1_LTR3c	MacERV2_LTR4	128
MacERV1_LTR4a	MacERV1_LTR1	241
MacERV1_LTR4a	MacERV1_LTR2	241
MacERV1_LTR4a	MacERV1_LTR2a	236
MacERV1_LTR4a	MacERV1_LTR2b	254
MacERV1_LTR4a	MacERV1_LTR3a	247
MacERV1_LTR4a	MacERV1_LTR3b	251
MacERV1_LTR4a	MacERV1_LTR3c	246
MacERV1_LTR4a	MacERV1_LTR4b	618
MacERV1_LTR4a	MacERV1_LTR4c	513
MacERV1_LTR4a	MacERV1_LTR4d	486
MacERV1_LTR4a	MacERV2_LTR1	139
MacERV1_LTR4a	MacERV2_LTR2	134
MacERV1_LTR4a	MacERV2_LTR2a	139
MacERV1_LTR4a	MacERV2_LTR3	134
MacERV1_LTR4a	MacERV2_LTR3a	130
MacERV1_LTR4a	MacERV2_LTR4	139
MacERV1_LTR4b	MacERV1_LTR1	253
MacERV1_LTR4b	MacERV1_LTR2	253
MacERV1_LTR4b	MacERV1_LTR2a	249
MacERV1_LTR4b	MacERV1_LTR2b	267
MacERV1_LTR4b	MacERV1_LTR3a	258
MacERV1_LTR4b	MacERV1_LTR3b	261
MacERV1_LTR4b	MacERV1_LTR3c	257
MacERV1_LTR4b	MacERV1_LTR4a	618
MacERV1_LTR4b	MacERV1_LTR4c	548
MacERV1_LTR4b	MacERV1_LTR4d	526
MacERV1_LTR4b	MacERV2_LTR1	140
MacERV1_LTR4b	MacERV2_LTR2	135
MacERV1_LTR4b	MacERV2_LTR2a	140
MacERV1_LTR4b	MacERV2_LTR3	135
MacERV1_LTR4b	MacERV2_LTR3a	131
MacERV1_LTR4b	MacERV2_LTR4	140
MacERV1_LTR4c	MacERV1_LTR1	260
MacERV1_LTR4c	MacERV1_LTR2	260
MacERV1_LTR4c	MacERV1_LTR2a	257
MacERV1_LTR4c	MacERV1_LTR2b	265
MacERV1_LTR4c	MacERV1_LTR3a	257
MacERV1_LTR4c	MacERV1_LTR3b	262
MacERV1_LTR4c	MacERV1_LTR3c	260
MacERV1_LTR4c	MacERV1_LTR4a	513
MacERV1_LTR4c	MacERV1_LTR4b	548
MacERV1_LTR4c	MacERV1_LTR4d	594
MacERV1_LTR4c	MacERV2_LTR1	130
MacERV1_LTR4c	MacERV2_LTR2	125
MacERV1_LTR4c	MacERV2_LTR2a	130
MacERV1_LTR4c	MacERV2_LTR3	125
MacERV1_LTR4c	MacERV2_LTR3a	121
MacERV1_LTR4c	MacERV2_LTR4	130
MacERV1_LTR4d	MacERV1_LTR1	286
MacERV1_LTR4d	MacERV1_LTR2	265
MacERV1_LTR4d	MacERV1_LTR2a	261
MacERV1_LTR4d	MacERV1_LTR2b	360
MacERV1_LTR4d	MacERV1_LTR3a	272
MacERV1_LTR4d	MacERV1_LTR3b	274
MacERV1_LTR4d	MacERV1_LTR3c	277
MacERV1_LTR4d	MacERV1_LTR4a	486
MacERV1_LTR4d	MacERV1_LTR4b	526
MacERV1_LTR4d	MacERV1_LTR4c	594
MacERV1_LTR4d	MacERV2_LTR1	125
MacERV1_LTR4d	MacERV2_LTR2	121
MacERV1_LTR4d	MacERV2_LTR2a	125
MacERV1_LTR4d	MacERV2_LTR3	121
MacERV1_LTR4d	MacERV2_LTR3a	116
MacERV1_LTR4d	MacERV2_LTR4	125
MacERV2_LTR1	MacERV1_LTR1	128
MacERV2_LTR1	MacERV1_LTR2	128
MacERV2_LTR1	MacERV1_LTR2a	123
MacERV2_LTR1	MacERV1_LTR2b	132
MacERV2_LTR1	MacERV1_LTR3a	139
MacERV2_LTR1	MacERV1_LTR3b	134
MacERV2_LTR1	MacERV1_LTR3c	128
MacERV2_LTR1	MacERV1_LTR4a	139
MacERV2_LTR1	MacERV1_LTR4b	140
MacERV2_LTR1	MacERV1_LTR4c	130
MacERV2_LTR1	MacERV1_LTR4d	125
MacERV2_LTR1	MacERV2_LTR2	471
MacERV2_LTR1	MacERV2_LTR2a	466
MacERV2_LTR1	MacERV2_LTR3	537
MacERV2_LTR1	MacERV2_LTR3a	586
MacERV2_LTR1	MacERV2_LTR4	637
MacERV2_LTR2a	MacERV1_LTR1	128
MacERV2_LTR2a	MacERV1_LTR2	128
MacERV2_LTR2a	MacERV1_LTR2a	123
MacERV2_LTR2a	MacERV1_LTR2b	132
MacERV2_LTR2a	MacERV1_LTR3a	139
MacERV2_LTR2a	MacERV1_LTR3b	134
MacERV2_LTR2a	MacERV1_LTR3c	128
MacERV2_LTR2a	MacERV1_LTR4a	139
MacERV2_LTR2a	MacERV1_LTR4b	140
MacERV2_LTR2a	MacERV1_LTR4c	130
MacERV2_LTR2a	MacERV1_LTR4d	125
MacERV2_LTR2a	MacERV2_LTR1	466
MacERV2_LTR2a	MacERV2_LTR2	956
MacERV2_LTR2a	MacERV2_LTR3	737
MacERV2_LTR2a	MacERV2_LTR3a	649
MacERV2_LTR2a	MacERV2_LTR4	611
MacERV2_LTR2	MacERV1_LTR1	123
MacERV2_LTR2	MacERV1_LTR2	123
MacERV2_LTR2	MacERV1_LTR2a	119
MacERV2_LTR2	MacERV1_LTR2b	128
MacERV2_LTR2	MacERV1_LTR3a	134
MacERV2_LTR2	MacERV1_LTR3b	130
MacERV2_LTR2	MacERV1_LTR3c	123
MacERV2_LTR2	MacERV1_LTR4a	134
MacERV2_LTR2	MacERV1_LTR4b	135
MacERV2_LTR2	MacERV1_LTR4c	125
MacERV2_LTR2	MacERV1_LTR4d	121
MacERV2_LTR2	MacERV2_LTR1	471
MacERV2_LTR2	MacERV2_LTR2a	956
MacERV2_LTR2	MacERV2_LTR3	757
MacERV2_LTR2	MacERV2_LTR3a	672
MacERV2_LTR2	MacERV2_LTR4	616
MacERV2_LTR3a	MacERV1_LTR1	119
MacERV2_LTR3a	MacERV1_LTR2	119
MacERV2_LTR3a	MacERV1_LTR2a	114
MacERV2_LTR3a	MacERV1_LTR2b	123
MacERV2_LTR3a	MacERV1_LTR3a	130
MacERV2_LTR3a	MacERV1_LTR3b	125
MacERV2_LTR3a	MacERV1_LTR3c	119
MacERV2_LTR3a	MacERV1_LTR4a	130
MacERV2_LTR3a	MacERV1_LTR4b	131
MacERV2_LTR3a	MacERV1_LTR4c	121
MacERV2_LTR3a	MacERV1_LTR4d	116
MacERV2_LTR3a	MacERV2_LTR1	586
MacERV2_LTR3a	MacERV2_LTR2	672
MacERV2_LTR3a	MacERV2_LTR2a	649
MacERV2_LTR3a	MacERV2_LTR3	810
MacERV2_LTR3a	MacERV2_LTR4	705
MacERV2_LTR3	MacERV1_LTR1	123
MacERV2_LTR3	MacERV1_LTR2	123
MacERV2_LTR3	MacERV1_LTR2a	119
MacERV2_LTR3	MacERV1_LTR2b	128
MacERV2_LTR3	MacERV1_LTR3a	134
MacERV2_LTR3	MacERV1_LTR3b	130
MacERV2_LTR3	MacERV1_LTR3c	123
MacERV2_LTR3	MacERV1_LTR4a	134
MacERV2_LTR3	MacERV1_LTR4b	135
MacERV2_LTR3	MacERV1_LTR4c	125
MacERV2_LTR3	MacERV1_LTR4d	121
MacERV2_LTR3	MacERV2_LTR1	537
MacERV2_LTR3	MacERV2_LTR2	757
MacERV2_LTR3	MacERV2_LTR2a	737
MacERV2_LTR3	MacERV2_LTR3a	810
MacERV2_LTR3	MacERV2_LTR4	732
MacERV2_LTR4	MacERV1_LTR1	128
MacERV2_LTR4	MacERV1_LTR2	128
MacERV2_LTR4	MacERV1_LTR2a	123
MacERV2_LTR4	MacERV1_LTR2b	132
MacERV2_LTR4	MacERV1_LTR3a	139
MacERV2_LTR4	MacERV1_LTR3b	134
MacERV2_LTR4	MacERV1_LTR3c	128
MacERV2_LTR4	MacERV1_LTR4a	139
MacERV2_LTR4	MacERV1_LTR4b	140
MacERV2_LTR4	MacERV1_LTR4c	130
MacERV2_LTR4	MacERV1_LTR4d	125
MacERV2_LTR4	MacERV2_LTR1	637
MacERV2_LTR4	MacERV2_LTR2	616
MacERV2_LTR4	MacERV2_LTR2a	611
MacERV2_LTR4	MacERV2_LTR3	732
MacERV2_LTR4	MacERV2_LTR3a	705
MacERV3_LTR1	MacERV3_LTR2	856
MacERV3_LTR1	MacERV3_LTR3	529
MacERV3_LTR2	MacERV3_LTR1	856
MacERV3_LTR2	MacERV3_LTR3	547
MacERV3_LTR3	MacERV3_LTR1	529
MacERV3_LTR3	MacERV3_LTR2	547
MacERV4_LTR1a	MacERV4_LTR1b	744
MacERV4_LTR1a	MacERV4_LTR2	618
MacERV4_LTR1a	MacERV4_LTR3	618
MacERV4_LTR1a	MacERV4_LTR4	582
MacERV4_LTR1a	MacERV6_LTR3	71.6
MacERV4_LTR1b	MacERV4_LTR1a	744
MacERV4_LTR1b	MacERV4_LTR2	585
MacERV4_LTR1b	MacERV4_LTR3	609
MacERV4_LTR1b	MacERV4_LTR4	609
MacERV4_LTR1b	MacERV6_LTR3	71.6
MacERV4_LTR2	MacERV4_LTR1a	618
MacERV4_LTR2	MacERV4_LTR1b	585
MacERV4_LTR2	MacERV4_LTR3	630
MacERV4_LTR2	MacERV4_LTR4	601
MacERV4_LTR2	MacERV6_LTR3	69.8
MacERV4_LTR2	MacERV6_LTR4	111
MacERV4_LTR3	MacERV4_LTR1a	618
MacERV4_LTR3	MacERV4_LTR1b	609
MacERV4_LTR3	MacERV4_LTR2	630
MacERV4_LTR3	MacERV4_LTR4	562
MacERV4_LTR3	MacERV6_LTR3	66.2
MacERV4_LTR3	MacERV6_LTR4	94.2
MacERV4_LTR4	MacERV4_LTR1a	582
MacERV4_LTR4	MacERV4_LTR1b	609
MacERV4_LTR4	MacERV4_LTR2	601
MacERV4_LTR4	MacERV4_LTR3	562
MacERV4_LTR4	MacERV6_LTR3	59.9
MacERV5a_LTR	MacERV5b_LTR	85.1
MacERV5a_LTR	MacNERV5_LTR	730
MacERV5b_LTR	MacERV5a_LTR	85.1
MacERV5b_LTR	MacERV6_LTR2c	56.3
MacERV5b_LTR	MacNERV5_LTR	84.2
MacERV6_LTR1a	MacERV6_LTR1b	746
MacERV6_LTR1a	MacERV6_LTR2a	500
MacERV6_LTR1a	MacERV6_LTR2b	480
MacERV6_LTR1a	MacERV6_LTR2c	494
MacERV6_LTR1a	MacERV6_LTR4	131
MacERV6_LTR1b	MacERV6_LTR1a	746
MacERV6_LTR1b	MacERV6_LTR2a	502
MacERV6_LTR1b	MacERV6_LTR2b	490
MacERV6_LTR1b	MacERV6_LTR2c	471
MacERV6_LTR1b	MacERV6_LTR4	117
MacERV6_LTR2a	MacERV6_LTR1a	500
MacERV6_LTR2a	MacERV6_LTR1b	502
MacERV6_LTR2a	MacERV6_LTR2b	704
MacERV6_LTR2a	MacERV6_LTR2c	790
MacERV6_LTR2a	MacERV6_LTR3	263
MacERV6_LTR2a	MacERV6_LTR4	165
MacERV6_LTR2a	MacERV6_LTR5	195
MacERV6_LTR2b	HERV-Fc1_LTR1	61.7
MacERV6_LTR2b	HERV-Fc1_LTR2	61.7
MacERV6_LTR2b	HERV-Fc1_LTR3	61.7
MacERV6_LTR2b	HERV-Fc2_LTR	57.2
MacERV6_LTR2b	MacERV6_LTR1a	480
MacERV6_LTR2b	MacERV6_LTR1b	490
MacERV6_LTR2b	MacERV6_LTR2a	704
MacERV6_LTR2b	MacERV6_LTR2c	664
MacERV6_LTR2b	MacERV6_LTR4	204
MacERV6_LTR2b	MacERV6_LTR5	219
MacERV6_LTR2c	MacERV5b_LTR	56.3
MacERV6_LTR2c	MacERV6_LTR1a	494
MacERV6_LTR2c	MacERV6_LTR1b	471
MacERV6_LTR2c	MacERV6_LTR2a	790
MacERV6_LTR2c	MacERV6_LTR2b	664
MacERV6_LTR2c	MacERV6_LTR3	299
MacERV6_LTR2c	MacERV6_LTR5	199
MacERV6_LTR3	MacERV4_LTR1a	71.6
MacERV6_LTR3	MacERV4_LTR1b	71.6
MacERV6_LTR3	MacERV4_LTR2	69.8
MacERV6_LTR3	MacERV4_LTR3	66.2
MacERV6_LTR3	MacERV4_LTR4	59.9
MacERV6_LTR3	MacERV6_LTR2a	263
MacERV6_LTR3	MacERV6_LTR2c	299
MacERV6_LTR3	MacERV6_LTR4	567
MacERV6_LTR3	MacERV6_LTR5	421
MacERV6_LTR4	MacERV4_LTR2	111
MacERV6_LTR4	MacERV4_LTR3	94.2
MacERV6_LTR4	MacERV6_LTR1a	131
MacERV6_LTR4	MacERV6_LTR1b	117
MacERV6_LTR4	MacERV6_LTR2a	165
MacERV6_LTR4	MacERV6_LTR2b	204
MacERV6_LTR4	MacERV6_LTR3	567
MacERV6_LTR4	MacERV6_LTR5	404
MacERV6_LTR5	MacERV6_LTR2a	195
MacERV6_LTR5	MacERV6_LTR2b	219
MacERV6_LTR5	MacERV6_LTR2c	199
MacERV6_LTR5	MacERV6_LTR3	421
MacERV6_LTR5	MacERV6_LTR4	404
MacERVK1_LTR1a	MacERVK1_LTR1	535
MacERVK1_LTR1a	MacERVK1_LTR1b	481
MacERVK1_LTR1a	MacERVK1_LTR1c	485
MacERVK1_LTR1a	MacERVK1_LTR1d	383
MacERVK1_LTR1a	MacERVK1_LTR1e	471
MacERVK1_LTR1b	MacERVK1_LTR1	411
MacERVK1_LTR1b	MacERVK1_LTR1a	481
MacERVK1_LTR1b	MacERVK1_LTR1c	595
MacERVK1_LTR1b	MacERVK1_LTR1d	449
MacERVK1_LTR1b	MacERVK1_LTR1e	513
MacERVK1_LTR1c	MacERVK1_LTR1	383
MacERVK1_LTR1c	MacERVK1_LTR1a	485
MacERVK1_LTR1c	MacERVK1_LTR1b	595
MacERVK1_LTR1c	MacERVK1_LTR1d	449
MacERVK1_LTR1c	MacERVK1_LTR1e	513
MacERVK1_LTR1d	MacERVK1_LTR1	393
MacERVK1_LTR1d	MacERVK1_LTR1a	383
MacERVK1_LTR1d	MacERVK1_LTR1b	449
MacERVK1_LTR1d	MacERVK1_LTR1c	449
MacERVK1_LTR1d	MacERVK1_LTR1e	467
MacERVK1_LTR1e	MacERVK1_LTR1	434
MacERVK1_LTR1e	MacERVK1_LTR1a	471
MacERVK1_LTR1e	MacERVK1_LTR1b	513
MacERVK1_LTR1e	MacERVK1_LTR1c	513
MacERVK1_LTR1e	MacERVK1_LTR1d	467
MacERVK1_LTR1	MacERVK1_LTR1a	535
MacERVK1_LTR1	MacERVK1_LTR1b	411
MacERVK1_LTR1	MacERVK1_LTR1c	383
MacERVK1_LTR1	MacERVK1_LTR1d	393
MacERVK1_LTR1	MacERVK1_LTR1e	434
MacERVK2_LTR1a	MacERVK2_LTR1b	521
MacERVK2_LTR1a	MacERVK2_LTR1c	512
MacERVK2_LTR1b	MacERVK2_LTR1a	521
MacERVK2_LTR1b	MacERVK2_LTR1c	470
MacERVK2_LTR1c	MacERVK2_LTR1a	512
MacERVK2_LTR1c	MacERVK2_LTR1b	470
MacNERV5_LTR	MacERV5a_LTR	730
MacNERV5_LTR	MacERV5b_LTR	84.2
MacSVA	SVA_A	375
MacSVA	SVA_B	375
MacSVA	SVA_C	375
MacSVA	SVA_D	375
MacSVA	SVA_E	375
MacSVA	SVA_F	375
MamGypLTR1a	MamGypLTR1b	877
MamGypLTR1a	MamGypLTR1c	559
MamGypLTR1a	MamGypLTR1d	473
MamGypLTR1b	MamGypLTR1a	877
MamGypLTR1b	MamGypLTR1c	462
MamGypLTR1b	MamGypLTR1d	414
MamGypLTR1c	MamGypLTR1a	559
MamGypLTR1c	MamGypLTR1b	462
MamGypLTR1c	MamGypLTR1d	1031
MamGypLTR1d	MamGypLTR1a	473
MamGypLTR1d	MamGypLTR1b	414
MamGypLTR1d	MamGypLTR1c	1031
MamGypLTR2b	MamGypLTR2c	492
MamGypLTR2c	LTR81C	138
MamGypLTR2c	MamGypLTR2b	492
MamGypLTR3a	MamGypLTR3	407
MamGypLTR3	MamGypLTR3a	407
MamGypLTR4	LTR81A	204
MamGypLTR4	LTR81B	147
MamRep1879	MamRep488	232
MamRep1894	MamRep38	125
MamRep38	MamRep1894	125
MamRep434	X11_DNA	151
MamRep488	MamRep1879	232
MamRep605b	MamRep605	462
MamRep605	MamRep605b	462
MamTip1b	MamTip1	218
MamTip1	MamTip1b	218
MamTip2b	MamTip2	317
MamTip2	MamTip2b	317
MamTip3B	MamTip3	174
MamTip3	MamTip3B	174
ORSL-2a	ORSL	94.2
ORSL-2a	ORSL-2b	338
ORSL-2b	ORSL	94.2
ORSL-2b	ORSL-2a	338
ORSL	ORSL-2a	94.2
ORSL	ORSL-2b	94.2
OldhAT1	UCON1	238
PABL_A-int	LOR1-int	857
PABL_A-int	LTR19-int	3433
PABL_A-int	LTR23-int	287
PABL_A-int	LTR25-int	828
PABL_A-int	LTR37-int	101
PABL_A-int	LTR39-int	545
PABL_A-int	LTR49-int	1103
PABL_A-int	LTR57-int	215
PABL_A-int	LTR8	169
PABL_A-int	LTR8B	62.6
PABL_A-int	MER101-int	187
PABL_A-int	MER31-int	407
PABL_A-int	MER34B-int	207
PABL_A-int	MER4-int	1906
PABL_A-int	MER41-int	1801
PABL_A-int	MER4B-int	313
PABL_A-int	MER50-int	1949
PABL_A-int	MER51-int	1040
PABL_A-int	MER57-int	708
PABL_A-int	MER61-int	1141
PABL_A-int	MER65-int	143
PABL_A-int	MER66-int	145
PABL_A-int	MER83B-int	356
PABL_A-int	MER92-int	224
PABL_A-int	PABL_B-int	510
PABL_A	PABL_B	1062
PABL_B-int	MER52-int	54.5
PABL_B-int	MER84-int	78.8
PABL_B-int	PABL_A-int	510
PABL_B-int	PRIMA4-int	237
PABL_B-int	PRIMA41-int	92.4
PABL_B	PABL_A	1062
PRIMA4-int	MER101-int	321
PRIMA4-int	MER110-int	119
PRIMA4-int	MER4-int	81.5
PRIMA4-int	PABL_B-int	237
PRIMA4-int	PRIMA41-int	76.1
PRIMA4-int	PRIMAX-int	1014
PRIMA41-int	LTR46-int	51.8
PRIMA41-int	MER41-int	592
PRIMA41-int	MER50-int	107
PRIMA41-int	MER52-int	93.3
PRIMA41-int	MER57-int	121
PRIMA41-int	MER66-int	356
PRIMA41-int	PABL_B-int	92.4
PRIMA41-int	PRIMA4-int	76.1
PRIMA41-int	PRIMAX-int	52.7
PRIMA4_LTR	MER4A	240
PRIMA4_LTR	MER4A1	109
PRIMA4_LTR	MER4A1_	199
PRIMA4_LTR	MER4C	89.7
PRIMAX-int	MER101-int	287
PRIMAX-int	MER89-int	42.8
PRIMAX-int	PRIMA4-int	1014
PRIMAX-int	PRIMA41-int	52.7
Plat_L3	CR1-11_Crp	113
Plat_L3	CR1-12_AMi	154
Plat_L3	CR1-16_AMi	104
Plat_L3	CR1-3_Croc	764
Plat_L3	CR1-L3A_Croc	314
Plat_L3	CR1-L3B_Croc	205
Plat_L3	L3	755
Plat_L3	X20_LINE	84.2
Plat_L3	X21_LINE	66.2
Plat_L3	X2_LINE	75.2
Plat_L3	X6A_LINE	64.4
Ricksha_0	Ricksha	2698
Ricksha_0	Ricksha_a	1806
Ricksha_0	Ricksha_b	1104
Ricksha_0	Ricksha_c	1287
Ricksha_a	Ricksha	1848
Ricksha_a	Ricksha_0	1806
Ricksha_a	Ricksha_b	1159
Ricksha_a	Ricksha_c	1353
Ricksha_b	MLT2A1	86.0
Ricksha_b	MLT2A2	79.7
Ricksha_b	MLT2B1	172
Ricksha_b	MLT2B2	196
Ricksha_b	MLT2B3	259
Ricksha_b	MLT2B5	141
Ricksha_b	Ricksha	1150
Ricksha_b	Ricksha_0	1104
Ricksha_b	Ricksha_a	1159
Ricksha_b	Ricksha_c	1159
Ricksha_c	MLT2A1	86.0
Ricksha_c	MLT2A2	98.7
Ricksha_c	MLT2B1	363
Ricksha_c	MLT2B2	408
Ricksha_c	MLT2B3	664
Ricksha_c	MLT2B4	234
Ricksha_c	MLT2B5	449
Ricksha_c	MLT2C1	88.7
Ricksha_c	MLT2C2	106
Ricksha_c	MLT2D	108
Ricksha_c	Ricksha	2324
Ricksha_c	Ricksha_0	1287
Ricksha_c	Ricksha_a	1353
Ricksha_c	Ricksha_b	1159
Ricksha	MLT2A1	90.6
Ricksha	MLT2A2	103
Ricksha	MLT2B1	372
Ricksha	MLT2B2	408
Ricksha	MLT2B3	673
Ricksha	MLT2B4	243
Ricksha	MLT2B5	449
Ricksha	MLT2C1	88.7
Ricksha	MLT2C2	106
Ricksha	MLT2D	110
Ricksha	Ricksha_0	2698
Ricksha	Ricksha_a	1848
Ricksha	Ricksha_b	1150
Ricksha	Ricksha_c	2324
SVA_A	AluJb	241
SVA_A	AluJo	218
SVA_A	AluJr	214
SVA_A	AluJr4	210
SVA_A	AluSc	245
SVA_A	AluSc5	250
SVA_A	AluSc8	242
SVA_A	AluSg	262
SVA_A	AluSg4	244
SVA_A	AluSg7	232
SVA_A	AluSp	245
SVA_A	AluSq	254
SVA_A	AluSq10	232
SVA_A	AluSq2	250
SVA_A	AluSq4	247
SVA_A	AluSx	265
SVA_A	AluSx1	260
SVA_A	AluSx3	251
SVA_A	AluSx4	249
SVA_A	AluSz	269
SVA_A	AluSz6	260
SVA_A	AluY	238
SVA_A	AluYRa1	219
SVA_A	AluYRa2	224
SVA_A	AluYRa3	221
SVA_A	AluYRa4	229
SVA_A	AluYRb1	186
SVA_A	AluYRb2	194
SVA_A	AluYRb3	190
SVA_A	AluYRc0	233
SVA_A	AluYRc1	229
SVA_A	AluYRc2	220
SVA_A	AluYRd1	198
SVA_A	AluYRd2	205
SVA_A	AluYRd4	198
SVA_A	AluYa5	229
SVA_A	AluYa8	226
SVA_A	AluYb8	204
SVA_A	AluYb9	204
SVA_A	AluYc	204
SVA_A	AluYc3	195
SVA_A	AluYd8	181
SVA_A	AluYe5	216
SVA_A	AluYe6	212
SVA_A	AluYg6	220
SVA_A	AluYk11	202
SVA_A	AluYk12	220
SVA_A	AluYk4	224
SVA_A	FAM	53.6
SVA_A	FLAM_A	98.7
SVA_A	FLAM_C	107
SVA_A	FRAM	53.6
SVA_A	LTR5	534
SVA_A	LTR5A	213
SVA_A	LTR5B	280
SVA_A	LTR5_Hs	549
SVA_A	MacSVA	375
SVA_A	SVA_B	2319
SVA_A	SVA_C	2254
SVA_A	SVA_D	2178
SVA_A	SVA_E	2101
SVA_A	SVA_F	2073
SVA_B	AluJb	202
SVA_B	AluJo	179
SVA_B	AluJr	175
SVA_B	AluJr4	171
SVA_B	AluSc	205
SVA_B	AluSc5	210
SVA_B	AluSc8	202
SVA_B	AluSg	222
SVA_B	AluSg4	204
SVA_B	AluSg7	84.2
SVA_B	AluSp	211
SVA_B	AluSq	220
SVA_B	AluSq10	191
SVA_B	AluSq2	220
SVA_B	AluSq4	217
SVA_B	AluSx	224
SVA_B	AluSx1	220
SVA_B	AluSx3	211
SVA_B	AluSx4	208
SVA_B	AluSz	229
SVA_B	AluSz6	220
SVA_B	AluY	197
SVA_B	AluYRa1	178
SVA_B	AluYRa2	178
SVA_B	AluYRa3	181
SVA_B	AluYRa4	184
SVA_B	AluYRb2	83.3
SVA_B	AluYRb3	79.7
SVA_B	AluYRc0	192
SVA_B	AluYRc1	197
SVA_B	AluYRc2	188
SVA_B	AluYRd1	168
SVA_B	AluYRd2	163
SVA_B	AluYRd4	168
SVA_B	AluYa5	184
SVA_B	AluYa8	181
SVA_B	AluYb8	172
SVA_B	AluYb9	172
SVA_B	AluYc	79.7
SVA_B	AluYc3	79.7
SVA_B	AluYe5	182
SVA_B	AluYe6	178
SVA_B	AluYg6	184
SVA_B	AluYk11	181
SVA_B	AluYk12	188
SVA_B	AluYk4	193
SVA_B	FAM	40.1
SVA_B	FLAM_A	82.4
SVA_B	FLAM_C	91.5
SVA_B	FRAM	40.1
SVA_B	LTR5	529
SVA_B	LTR5A	204
SVA_B	LTR5B	276
SVA_B	LTR5_Hs	540
SVA_B	MacSVA	375
SVA_B	SVA_A	2319
SVA_B	SVA_C	2416
SVA_B	SVA_D	2341
SVA_B	SVA_E	2241
SVA_B	SVA_F	2216
SVA_C	AluJb	186
SVA_C	AluJo	172
SVA_C	AluJr	168
SVA_C	AluJr4	164
SVA_C	AluSc	187
SVA_C	AluSc5	72.5
SVA_C	AluSc8	83.3
SVA_C	AluSg	203
SVA_C	AluSg4	83.3
SVA_C	AluSg7	83.3
SVA_C	AluSp	191
SVA_C	AluSq	87.8
SVA_C	AluSq10	69.8
SVA_C	AluSq2	78.8
SVA_C	AluSq4	83.3
SVA_C	AluSx	205
SVA_C	AluSx1	83.3
SVA_C	AluSx3	193
SVA_C	AluSx4	83.3
SVA_C	AluSz	210
SVA_C	AluSz6	201
SVA_C	AluY	78.8
SVA_C	AluYRa3	70.7
SVA_C	AluYRa4	78.8
SVA_C	AluYRb2	83.3
SVA_C	AluYRb3	78.8
SVA_C	AluYRc0	78.8
SVA_C	AluYRc1	72.5
SVA_C	AluYRc2	77.0
SVA_C	AluYRd1	68.0
SVA_C	AluYRd2	78.8
SVA_C	AluYRd4	68.0
SVA_C	AluYa5	78.8
SVA_C	AluYa8	78.8
SVA_C	AluYc	78.8
SVA_C	AluYc3	78.8
SVA_C	AluYe5	69.8
SVA_C	AluYe6	69.8
SVA_C	AluYg6	74.3
SVA_C	FAM	35.6
SVA_C	FLAM_A	84.2
SVA_C	FLAM_C	93.3
SVA_C	FRAM	35.6
