File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF693FGQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR850KIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ASH2L-human	DNA						2017-11-28	ENCODE		sonication (generic)	300-600, 200-600	2	2_1, 2_2							/files/ENCFF490CDA/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF356LFX/, /files/ENCFF623AJW/	662939	ENCODE Processing Pipeline	0298e4291237464e6556e8959808e7ea		https://www.encodeproject.org/files/ENCFF693FGQ/@@download/ENCFF693FGQ.bed.gz				released	s3://encode-public/2021/03/19/c4787130-0170-4cf4-85ed-4b01ec901e11/ENCFF693FGQ.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read length		
ENCFF399KAM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR850KIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ASH2L-human	DNA						2017-11-28	ENCODE		sonication (generic)	300-600, 200-600	2	2_1, 2_2							/files/ENCFF693FGQ/	1437369	ENCODE Processing Pipeline	7bfcf7b5bb3b451e6f008b9358a34112		https://www.encodeproject.org/files/ENCFF399KAM/@@download/ENCFF399KAM.bigBed				released	s3://encode-public/2021/03/19/6032bcee-8025-4d08-a88b-1647d70fb871/ENCFF399KAM.bigBed	ENCODE4 v1.7.1 GRCh38	released	low read length		
ENCFF474DRW	bigWig	bigWig		signal p-value	GRCh38	ENCSR850KIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ASH2L-human	DNA						2017-11-28	ENCODE		sonication (generic)	300-600, 200-600	2	2_1, 2_2							/files/ENCFF490CDA/, /files/ENCFF853FRF/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF623AJW/	2310252842	ENCODE Processing Pipeline	5cbc63c7fea6afb8b5152631a2ac2249		https://www.encodeproject.org/files/ENCFF474DRW/@@download/ENCFF474DRW.bigWig				released	s3://encode-public/2021/03/19/553f1660-d099-4c43-b796-4ed0db762bf6/ENCFF474DRW.bigWig	ENCODE4 v1.7.1 GRCh38	released	low read length		
ENCFF116GJD	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR441UHO	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF679LHF/	2202285	ENCODE Processing Pipeline	99f34dde22463e0a0f336d725ed55474		https://www.encodeproject.org/files/ENCFF116GJD/@@download/ENCFF116GJD.bigBed				released	s3://encode-public/2020/11/19/599b7007-ef13-4a43-8d0d-89b4b3fc4a80/ENCFF116GJD.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, control low read depth		
ENCFF971HER	bigWig	bigWig		signal p-value	GRCh38	ENCSR441UHO	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF063WXE/, /files/ENCFF528ZTQ/, /files/ENCFF139MSY/, /files/ENCFF267VVH/	397578195	ENCODE Processing Pipeline	9313ed481042af18c366ba4e4582515d		https://www.encodeproject.org/files/ENCFF971HER/@@download/ENCFF971HER.bigWig				released	s3://encode-public/2020/11/19/09657201-9c18-47ec-9613-e76ab2894190/ENCFF971HER.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, control low read depth		
ENCFF679LHF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR441UHO	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF267VVH/, /files/ENCFF063WXE/, /files/ENCFF528ZTQ/, /files/ENCFF356LFX/, /files/ENCFF139MSY/	891313	ENCODE Processing Pipeline	a56e7932797fdafb87e6c62c9c823896		https://www.encodeproject.org/files/ENCFF679LHF/@@download/ENCFF679LHF.bed.gz				released	s3://encode-public/2020/11/19/0c14cd92-1351-4644-9bd1-f77bae215ba6/ENCFF679LHF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, control low read depth		
ENCFF320JIP	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR703KXH	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2AK5ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF139MSY/, /files/ENCFF443OZA/, /files/ENCFF181XEC/, /files/ENCFF655TIN/, /files/ENCFF528ZTQ/, /files/ENCFF356LFX/, /files/ENCFF668JFF/	1211675	ENCODE Processing Pipeline	c7adbb2feb36db37aec4120409073480		https://www.encodeproject.org/files/ENCFF320JIP/@@download/ENCFF320JIP.bed.gz				released	s3://encode-public/2020/11/19/4b83cb5b-3814-4e50-8c9c-4d12481698c5/ENCFF320JIP.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF771GJE	bigWig	bigWig		signal p-value	GRCh38	ENCSR703KXH	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2AK5ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF139MSY/, /files/ENCFF443OZA/, /files/ENCFF181XEC/, /files/ENCFF655TIN/, /files/ENCFF528ZTQ/, /files/ENCFF668JFF/	1155940396	ENCODE Processing Pipeline	fdcba9a1daf5d9c1d853ec9cadb1276f		https://www.encodeproject.org/files/ENCFF771GJE/@@download/ENCFF771GJE.bigWig				released	s3://encode-public/2020/11/19/1bb62997-ec48-4526-8b91-d57391e7efbc/ENCFF771GJE.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF394ZJH	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR703KXH	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2AK5ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF320JIP/	2564305	ENCODE Processing Pipeline	274dbaeb2af6faf2b3d67e1c4d026158		https://www.encodeproject.org/files/ENCFF394ZJH/@@download/ENCFF394ZJH.bigBed				released	s3://encode-public/2020/11/19/ea07f175-d452-43bb-aa6a-cc59bb657a78/ENCFF394ZJH.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF385ZBQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR883AQJ	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 3	1_2, 3_1, 3_2							/files/ENCFF898JWE/, /files/ENCFF214IXF/, /files/ENCFF963LFX/, /files/ENCFF983JUZ/, /files/ENCFF837OAD/	687065278	ENCODE Processing Pipeline	0d81397c1b312cbf52b0219304a29098		https://www.encodeproject.org/files/ENCFF385ZBQ/@@download/ENCFF385ZBQ.bigWig				released	s3://encode-public/2020/11/20/fcbe249d-49e6-42d0-8b09-2d8675580b63/ENCFF385ZBQ.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	poor library complexity, insufficient read depth, control insufficient read depth	
ENCFF678VNN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR883AQJ	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 3	1_2, 3_1, 3_2							/files/ENCFF898JWE/, /files/ENCFF214IXF/, /files/ENCFF356LFX/, /files/ENCFF963LFX/, /files/ENCFF983JUZ/, /files/ENCFF837OAD/	1383637	ENCODE Processing Pipeline	cb13d6ab879f6430528d6e1523d5cf1e		https://www.encodeproject.org/files/ENCFF678VNN/@@download/ENCFF678VNN.bed.gz				released	s3://encode-public/2020/11/20/c64e658d-e2be-4cb4-83e6-adb9e360ad9b/ENCFF678VNN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	poor library complexity, insufficient read depth, control insufficient read depth	
ENCFF154FFF	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR883AQJ	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 3	1_2, 3_1, 3_2							/files/ENCFF678VNN/	3289165	ENCODE Processing Pipeline	8a0bec0f01674c052c0657acb475f60c		https://www.encodeproject.org/files/ENCFF154FFF/@@download/ENCFF154FFF.bigBed				released	s3://encode-public/2020/11/20/56a1cae0-ae19-4db9-907c-1a543d1be88b/ENCFF154FFF.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	poor library complexity, insufficient read depth, control insufficient read depth	
ENCFF441XDX	bigWig	bigWig		signal p-value	GRCh38	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF899CRH/, /files/ENCFF110QNK/, /files/ENCFF124BJO/, /files/ENCFF207TJP/	1097361469	ENCODE Processing Pipeline	096ce806048b4832268b21147b1fec63		https://www.encodeproject.org/files/ENCFF441XDX/@@download/ENCFF441XDX.bigWig				released	s3://encode-public/2017/02/06/d9a6376f-9223-4081-85fc-5476291a5c17/ENCFF441XDX.bigWig	ENCODE3 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF439CWL	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF499FTW/, /files/ENCFF665UWA/, /files/ENCFF430WTX/	2086571	ENCODE Processing Pipeline	ad14163cfef9afc9f969f98851e6ac38		https://www.encodeproject.org/files/ENCFF439CWL/@@download/ENCFF439CWL.bed.gz				released	s3://encode-public/2017/02/06/7085a7fa-9fce-4ee7-b538-97d31e9290a1/ENCFF439CWL.bed.gz	ENCODE3 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF629OVW	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF439CWL/	3769671	ENCODE Processing Pipeline	59163c8801d3cbf9a9bc6cca2deb836d		https://www.encodeproject.org/files/ENCFF629OVW/@@download/ENCFF629OVW.bigBed				released	s3://encode-public/2017/02/06/d3bc3d26-651f-485f-a712-044eef76c90a/ENCFF629OVW.bigBed	ENCODE3 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF519SND	bigWig	bigWig		signal p-value	hg19	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF865GGX/, /files/ENCFF157VRW/, /files/ENCFF594HBW/, /files/ENCFF297PIX/	851975857	ENCODE Processing Pipeline	ae597d6df1c3a92773248185c2eb99bd		https://www.encodeproject.org/files/ENCFF519SND/@@download/ENCFF519SND.bigWig				released	s3://encode-public/2017/02/06/1403d861-e6a0-4baf-befe-192883bd570b/ENCFF519SND.bigWig	ENCODE3 hg19	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF295UVV	bed narrowPeak	bed	narrowPeak	replicated peaks	hg19	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF616JBS/, /files/ENCFF284YOG/, /files/ENCFF218YZB/	2076549	ENCODE Processing Pipeline	64f7fb6912ba101b8ea86ef598d76aab		https://www.encodeproject.org/files/ENCFF295UVV/@@download/ENCFF295UVV.bed.gz				released	s3://encode-public/2017/02/06/b8a788a0-2eed-4f0a-b825-5568ee0bd768/ENCFF295UVV.bed.gz	ENCODE3 hg19	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF871UHL	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	hg19	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF295UVV/	3759647	ENCODE Processing Pipeline	f8e01769a4bd96a187f5faf172db48b4		https://www.encodeproject.org/files/ENCFF871UHL/@@download/ENCFF871UHL.bigBed				released	s3://encode-public/2017/02/06/b9b5b9fb-dbc1-46cc-b5fc-0689d855002b/ENCFF871UHL.bigBed	ENCODE3 hg19	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF832YWP	bigWig	bigWig		signal p-value	GRCh38	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF837OAD/, /files/ENCFF990KKJ/, /files/ENCFF410ADO/, /files/ENCFF068ZNE/, /files/ENCFF125LCU/	1265224766	ENCODE Processing Pipeline	eaccb3c41c83bc51d433195eb2ff5840		https://www.encodeproject.org/files/ENCFF832YWP/@@download/ENCFF832YWP.bigWig				released	s3://encode-public/2020/12/12/3ff95c9e-b1da-4479-9e0e-b0cae122a8cd/ENCFF832YWP.bigWig	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF718VCC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF837OAD/, /files/ENCFF990KKJ/, /files/ENCFF410ADO/, /files/ENCFF356LFX/, /files/ENCFF068ZNE/, /files/ENCFF125LCU/	1750124	ENCODE Processing Pipeline	72dd1291a6c0f8cad34f0fb42b9a8dab		https://www.encodeproject.org/files/ENCFF718VCC/@@download/ENCFF718VCC.bed.gz				released	s3://encode-public/2020/12/12/4b95f30a-09af-4440-9592-9c37f81b1cf4/ENCFF718VCC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF606SNP	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR728SZE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H4K20me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF718VCC/	3700594	ENCODE Processing Pipeline	4d810f84edde217e83ca701f9bb30daa		https://www.encodeproject.org/files/ENCFF606SNP/@@download/ENCFF606SNP.bigBed				released	s3://encode-public/2020/12/12/95f218db-fbb5-4b2c-90a3-be57fd375ce2/ENCFF606SNP.bigBed	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length	insufficient read depth, control insufficient read depth	
ENCFF183DXB	bigWig	bigWig		signal p-value	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF899CRH/, /files/ENCFF110QNK/, /files/ENCFF763OXL/, /files/ENCFF556XYF/	1081250921	ENCODE Processing Pipeline	df992d86bb1ade83c5445cd6717612fa		https://www.encodeproject.org/files/ENCFF183DXB/@@download/ENCFF183DXB.bigWig				released	s3://encode-public/2017/02/17/c46309df-3913-4af2-8ab7-faab3b78df3f/ENCFF183DXB.bigWig	ENCODE3 GRCh38	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF181YFU	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF711LQB/	2208023	ENCODE Processing Pipeline	89268854588e95db2980633f53625be8		https://www.encodeproject.org/files/ENCFF181YFU/@@download/ENCFF181YFU.bigBed				released	s3://encode-public/2017/02/17/a1b814b6-529c-4c59-a5b3-fdb85f6b5a4b/ENCFF181YFU.bigBed	ENCODE3 GRCh38	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF711LQB	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF999ARM/, /files/ENCFF090NEF/, /files/ENCFF296HBW/	926050	ENCODE Processing Pipeline	b0c01f8a21ebf9c5c5ec85161c5daaec		https://www.encodeproject.org/files/ENCFF711LQB/@@download/ENCFF711LQB.bed.gz				released	s3://encode-public/2017/02/17/bd4d06f2-f208-40c0-8cd8-96f12003e69f/ENCFF711LQB.bed.gz	ENCODE3 GRCh38	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF327EZJ	bed narrowPeak	bed	narrowPeak	replicated peaks	hg19	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF144WCY/, /files/ENCFF225IXN/, /files/ENCFF469AFF/	917419	ENCODE Processing Pipeline	42f471ca65e870603dd4776d2775dab4		https://www.encodeproject.org/files/ENCFF327EZJ/@@download/ENCFF327EZJ.bed.gz				released	s3://encode-public/2017/02/17/5688330e-0fc6-44b2-bd05-5667074e88cd/ENCFF327EZJ.bed.gz	ENCODE3 hg19	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF639XPT	bigWig	bigWig		signal p-value	hg19	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF092PCI/, /files/ENCFF865GGX/, /files/ENCFF297PIX/, /files/ENCFF311RFN/	1079702258	ENCODE Processing Pipeline	0c174be6d4de0806b9a47800aa0f2f49		https://www.encodeproject.org/files/ENCFF639XPT/@@download/ENCFF639XPT.bigWig				released	s3://encode-public/2017/02/17/d6560abb-524e-4f02-b6fc-48a76b233c31/ENCFF639XPT.bigWig	ENCODE3 hg19	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF128UMS	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	hg19	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF327EZJ/	2192510	ENCODE Processing Pipeline	6eb2a6cf2aedf4bffb0cb506f04b882f		https://www.encodeproject.org/files/ENCFF128UMS/@@download/ENCFF128UMS.bigBed				released	s3://encode-public/2017/02/17/7dce17e3-8967-4dbe-be41-3e8404f7f47e/ENCFF128UMS.bigBed	ENCODE3 hg19	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF382QFM	bigWig	bigWig		signal p-value	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF577CYO/, /files/ENCFF068ZNE/, /files/ENCFF680XYN/, /files/ENCFF837OAD/, /files/ENCFF410ADO/	1408713092	ENCODE Processing Pipeline	79f77d89dd95c63c768b357693c55dc9		https://www.encodeproject.org/files/ENCFF382QFM/@@download/ENCFF382QFM.bigWig				released	s3://encode-public/2020/12/12/703f7d97-e801-40b0-8d41-d54b3f6f8ca3/ENCFF382QFM.bigWig	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF975VKV	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF604GSC/	1652905	ENCODE Processing Pipeline	9da170c6c5f0fdac30cc5d0307014a19		https://www.encodeproject.org/files/ENCFF975VKV/@@download/ENCFF975VKV.bigBed				released	s3://encode-public/2020/12/12/35c8421a-bdf2-4150-bb2a-cd97c047d4fe/ENCFF975VKV.bigBed	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF604GSC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR130EML	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF577CYO/, /files/ENCFF068ZNE/, /files/ENCFF356LFX/, /files/ENCFF680XYN/, /files/ENCFF410ADO/, /files/ENCFF837OAD/	678901	ENCODE Processing Pipeline	1cf8641d0e9818f31f607f29c08b3cc0		https://www.encodeproject.org/files/ENCFF604GSC/@@download/ENCFF604GSC.bed.gz				released	s3://encode-public/2020/12/12/4ade9330-c069-40d2-9ae5-bd774bc1fbae/ENCFF604GSC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read depth, inconsistent platforms, low read length	insufficient read length	
ENCFF189EMD	bigWig	bigWig		signal p-value	GRCh38	ENCSR771SNW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX8-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-800, 300-1000	1, 2	1_1, 2_1							/files/ENCFF109TZK/, /files/ENCFF883DLQ/, /files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF381IYY/, /files/ENCFF451YMU/	1920778988	ENCODE Processing Pipeline	d359f3083f89563be8656566b0edcc0c		https://www.encodeproject.org/files/ENCFF189EMD/@@download/ENCFF189EMD.bigWig				released	s3://encode-public/2021/03/19/e3a92749-4aac-496b-80da-ee33b483fc12/ENCFF189EMD.bigWig	ENCODE4 v1.7.1 GRCh38	released	low read depth, low read length, borderline replicate concordance		
ENCFF483UZG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR771SNW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CBX8-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-800, 300-1000	1, 2	1_1, 2_1							/files/ENCFF109TZK/, /files/ENCFF883DLQ/, /files/ENCFF853FRF/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF381IYY/, /files/ENCFF451YMU/	48511	ENCODE Processing Pipeline	34fd32b4f5a28760983894a80922622b		https://www.encodeproject.org/files/ENCFF483UZG/@@download/ENCFF483UZG.bed.gz				released	s3://encode-public/2021/03/19/fc7d8e98-29d3-4808-bccb-e1d8bae33066/ENCFF483UZG.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read depth, low read length, borderline replicate concordance		
